OG0000229	Durusdinium41196	C
OG0002710	Durusdinium18966	Q
OG0001546	Durusdinium27936	J
OG0000735	Durusdinium54483	J
OG0000913	Durusdinium44801	U
OG0006030	Durusdinium7633	L
OG0000238	Durusdinium13126	E
OG0000380	Durusdinium34437	J
OG0000198	Durusdinium54248	A
OG0001577	Durusdinium15170	T
OG0006164	Durusdinium40354	Q
OG0001529	Durusdinium30918	H
OG0000463	Durusdinium52213	O
OG0000449	Durusdinium8954	B
OG0005385	Durusdinium7455	Q
OG0002930	Durusdinium46446	O
OG0000006	Durusdinium49776	Q
OG0002997	Durusdinium34661	J
OG0000113	Durusdinium19136	T
OG0005325	Durusdinium25074	C
OG0000820	Durusdinium25065	U
OG0007332	Durusdinium27864	OU
OG0003431	Durusdinium25449	M
OG0003880	Durusdinium40003	G
OG0003698	Durusdinium39684	M
OG0003504	Durusdinium40214	C
OG0000296	Durusdinium33369	T
OG0005190	Durusdinium8395	IQ
OG0002904	Durusdinium1269	H
OG0000964	Durusdinium46613	T
OG0005502	Durusdinium26687	L
OG0000078	Durusdinium19568	O
OG0005303	Durusdinium1717	J
OG0000006	Durusdinium33984	Q
OG0003315	Durusdinium17677	L
OG0004918	Durusdinium39724	J
OG0002904	Durusdinium31544	H
OG0005654	Durusdinium36542	A
OG0001107	Durusdinium37920	U
OG0005015	Durusdinium41498	Z
OG0003017	Durusdinium43139	H
OG0000354	Durusdinium34625	T
OG0006412	Durusdinium31767	O
OG0001612	Durusdinium31925	I
OG0004613	Durusdinium54758	O
OG0000775	Durusdinium21845	O
OG0000700	Durusdinium15091	T
OG0001426	Durusdinium37664	A
OG0000288	Durusdinium34666	P
OG0006980	Durusdinium9185	C
OG0003848	Durusdinium19686	H
OG0003003	Durusdinium17422	G
OG0000034	Durusdinium39324	A
OG0006159	Durusdinium5300	A
OG0003870	Durusdinium15825	E
OG0005737	Durusdinium16605	Q
OG0004273	Durusdinium20593	D
OG0006728	Durusdinium30779	E
OG0004414	Durusdinium34843	GO
OG0003191	Durusdinium52692	U
OG0002394	Durusdinium43308	-
OG0001322	Durusdinium51968	J
OG0006698	Durusdinium39577	T
OG0003286	Durusdinium26188	A
OG0006840	Durusdinium32288	O
OG0002874	Durusdinium22777	C
OG0000944	Durusdinium43136	T
OG0006333	Durusdinium1385	F
OG0000198	Durusdinium18919	A
OG0000214	Durusdinium35679	E
OG0000027	Durusdinium18483	Z
OG0000878	Durusdinium24424	F
OG0006342	Durusdinium11919	A
OG0006048	Durusdinium24999	M
OG0004930	Durusdinium6353	J
OG0003243	Durusdinium43380	C
OG0000512	Durusdinium38118	G
OG0007729	Durusdinium19822	J
OG0000353	Durusdinium11262	T
OG0000084	Durusdinium31390	A
OG0000004	Durusdinium55428	T
OG0006771	Durusdinium9153	C
OG0000511	Durusdinium29715	J
OG0006594	Durusdinium33920	P
OG0000054	Durusdinium6740	F
OG0004557	Durusdinium52613	O
OG0000630	Durusdinium36170	C
OG0003284	Durusdinium33233	G
OG0000014	Durusdinium55007	T
OG0005111	Durusdinium19520	P
OG0001531	Durusdinium54309	G
OG0007322	Durusdinium13887	H
OG0003721	Durusdinium10351	O
OG0004621	Durusdinium38028	P
OG0006309	Durusdinium42750	P
OG0005938	Durusdinium20145	U
OG0003211	Durusdinium22538	OT
OG0002664	Durusdinium22973	J
OG0006133	Durusdinium1694	J
OG0005216	Durusdinium17806	-
